                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.01484,                0.99505,                      1,                0.31836,             0.00028988,             0.00028988,             0.00028988
                     92,                0.00788,                0.99505,                      1,                0.31818,             0.00028517,             0.00028517,             0.00028517
                     93,                0.00815,                0.99505,                      1,                0.31842,             0.00028046,             0.00028046,             0.00028046
                     94,                 0.0192,                0.99505,                      1,                0.31875,             0.00027575,             0.00027575,             0.00027575
                     95,                0.01039,                0.99505,                      1,                0.31809,             0.00027103,             0.00027103,             0.00027103
                     96,                0.01233,                0.99505,                      1,                0.31791,             0.00026632,             0.00026632,             0.00026632
                     97,                0.01068,                0.99505,                      1,                0.31919,             0.00026161,             0.00026161,             0.00026161
                     98,                0.00909,                0.99505,                      1,                0.32068,              0.0002569,              0.0002569,              0.0002569
                     99,                0.01141,                0.99505,                      1,                0.31888,             0.00025218,             0.00025218,             0.00025218
                    100,                0.00812,                0.99505,                      1,                0.31927,             0.00024747,             0.00024747,             0.00024747
                    101,                0.00291,                0.99505,                      1,                0.31877,             0.00024276,             0.00024276,             0.00024276
                    102,                0.02059,                0.99505,                      1,                0.31821,             0.00023805,             0.00023805,             0.00023805
                    103,                0.00404,                0.99505,                      1,                0.32034,             0.00023334,             0.00023334,             0.00023334
                    104,                0.01097,                0.99505,                      1,                0.31928,             0.00022862,             0.00022862,             0.00022862
                    105,                 0.0108,                0.99505,                      1,                 0.3184,             0.00022391,             0.00022391,             0.00022391
                    106,                0.00498,                0.99505,                      1,                0.31799,              0.0002192,              0.0002192,              0.0002192
                    107,                0.00942,                0.99505,                      1,                0.31807,             0.00021449,             0.00021449,             0.00021449
                    108,                 0.0121,                 0.9901,                      1,                0.32351,             0.00020977,             0.00020977,             0.00020977
                    109,                0.00518,                 0.9901,                      1,                0.32066,             0.00020506,             0.00020506,             0.00020506
                    110,                0.01033,                 0.9901,                      1,                0.33111,             0.00020035,             0.00020035,             0.00020035
                    111,                0.01336,                0.99505,                      1,                0.31963,             0.00019564,             0.00019564,             0.00019564
                    112,                0.01634,                0.99505,                      1,                0.31799,             0.00019092,             0.00019092,             0.00019092
                    113,                 0.0126,                0.99505,                      1,                 0.3177,             0.00018621,             0.00018621,             0.00018621
                    114,                0.00329,                0.99505,                      1,                0.31778,              0.0001815,              0.0001815,              0.0001815
                    115,                0.00241,                0.99505,                      1,                0.31771,             0.00017679,             0.00017679,             0.00017679
                    116,                0.01623,                0.99505,                      1,                0.31772,             0.00017207,             0.00017207,             0.00017207
                    117,                0.00528,                0.99505,                      1,                0.31796,             0.00016736,             0.00016736,             0.00016736
                    118,                0.00909,                0.99505,                      1,                0.31953,             0.00016265,             0.00016265,             0.00016265
                    119,                0.01022,                0.99505,                      1,                0.31807,             0.00015794,             0.00015794,             0.00015794
                    120,                 0.0019,                0.99505,                      1,                0.31834,             0.00015322,             0.00015322,             0.00015322
                    121,                0.02064,                0.99505,                      1,                0.31787,             0.00014851,             0.00014851,             0.00014851
                    122,                 0.0063,                0.99505,                      1,                0.31772,              0.0001438,              0.0001438,              0.0001438
                    123,                0.00219,                0.99505,                      1,                0.31765,             0.00013909,             0.00013909,             0.00013909
                    124,                0.00155,                0.99505,                      1,                0.31758,             0.00013437,             0.00013437,             0.00013437
                    125,                0.01025,                0.99505,                      1,                0.31752,             0.00012966,             0.00012966,             0.00012966
                    126,                0.01077,                0.99505,                      1,                0.31721,             0.00012495,             0.00012495,             0.00012495
